Date,Description,Amount,Currency,Converted_INR,Category
2024-03-21,UPI-TATA SKY-5475,64,GBP,6726.4,Utilities
2025-05-31,POWER BILL STORE,98,USD,8183.0,Utilities
2025-05-17,BLOOD TEST PAYMENT,29,USD,2421.5,Health
2024-12-21,METRO CARD STORE,41,USD,3423.5,Transport
2025-02-17,1MG PAYMENT,150,EUR,13380.0,Health
2025-02-03,EMIRATES PAYMENT,113,EUR,10079.6,Transport
2025-11-18,STATIONERY PAYMENT,127,USD,10604.5,General
2024-12-18,SUPERMARKET PAYMENT,83,USD,6930.5,Food
2024-08-20,POS / YOUTUBE PREMIUM,1528,JPY,840.4,Entertainment
2025-06-13,PVR PAYMENT,40,USD,3340.0,Entertainment
2025-04-26,AIRTEL BILL STORE,286,INR,286,Utilities
2025-06-25,MAINTENANCE PAYMENT,70,EUR,6244.0,Utilities
2025-11-09,CHARITY PAYMENT,1010,JPY,555.5,General
2024-03-24,LATTE PAYMENT,124,EUR,11060.8,Food
2024-12-21,CAPPUCCINO PAYMENT,44,GBP,4624.4,Food
2025-03-05,TRAIN TICKET PAYMENT,103,EUR,9187.6,Transport
2024-06-24,MOVIE PAYMENT,133,GBP,13978.3,Entertainment
2025-07-02,DONATION PAYMENT,106,GBP,11140.6,General
2025-03-11,WWW.SPA.COM,1541,JPY,847.55,General
2025-11-29,LPG PAYMENT,893,INR,893,Utilities
2024-08-06,DENTIST PAYMENT,3936,JPY,2164.8,Health
2024-11-17,GYM PAYMENT,1243,JPY,683.65,Health
2024-12-18,POWER BILL PAYMENT,42,USD,3507.0,Utilities
2025-11-27,TRANSFER STORE,1448,INR,1448,General
2025-07-15,CONCERT PAYMENT,103,USD,8600.5,Entertainment
2024-01-24,MOBILE RECHARGE STORE,5,EUR,446.0,Utilities
2025-11-12,MOVIE PAYMENT,116,USD,9686.0,Entertainment
2024-05-28,XBOX PAYMENT,83,USD,6930.5,Entertainment
2025-09-27,PHARMACY PAYMENT,7649,JPY,4206.95,Health
2025-10-31,ZOMATO PAYMENT,2574,JPY,1415.7,Food
2024-03-10,POS / BREAKFAST,17,EUR,1516.4,Food
2025-02-13,LUNCH PAYMENT,11,EUR,981.2,Food
2024-04-05,CRICKET PAYMENT,31,EUR,2765.2,Entertainment
2025-01-11,CINEMA PAYMENT,334,INR,334,Entertainment
2025-11-12,REEBOK PAYMENT,73,EUR,6511.6,Shopping
2025-03-09,IKEA PAYMENT,2559,JPY,1407.45,Shopping
2024-06-23,APPLE STORE PAYMENT,696,JPY,382.8,Shopping
2025-08-07,PREPAID RECHARGE PAYMENT,137,GBP,14398.7,Utilities
2025-03-06,INSURANCE PREMIUM PAYMENT,25,GBP,2627.5,Health
2024-02-12,BURGER KING STORE,4897,INR,4897,Food
2024-11-04,MEDICINE PAYMENT,142,USD,11857.0,Health
2024-05-09,JIO FIBER PAYMENT,3173,JPY,1745.15,Utilities
2025-04-02,PLAYSTATION PAYMENT,72,GBP,7567.2,Entertainment
2024-06-28,H&M PAYMENT,76,GBP,7987.6,Shopping
2024-09-29,WWW.TOLL.COM,1732,JPY,952.6,Transport
2024-07-05,1MG PAYMENT,19,GBP,1996.9,Health
2025-11-08,PUMA PAYMENT,2535,INR,2535,Shopping
2025-03-11,RENT PAYMENT,74,GBP,7777.4,Utilities
2025-02-03,TRAIN TICKET PAYMENT,2563,JPY,1409.65,Transport
2025-05-29,BROADBAND PAYMENT,3177,JPY,1747.35,Utilities
2025-07-16,CAB PAYMENT,27,GBP,2837.7,Transport
2025-10-25,POS / MAINTENANCE,3697,JPY,2033.35,Utilities
2025-08-16,COFFEE PAYMENT,7,USD,584.5,Food
2025-01-16,UPI PAYMENT,86,EUR,7671.2,General
2024-06-16,WIFI PAYMENT,40,EUR,3568.0,Utilities
2024-10-27,NIKE PAYMENT,5229,JPY,2875.95,Shopping
2025-09-09,ATM WITHDRAWAL PAYMENT,114,EUR,10168.8,General
2024-09-25,DOCTOR PAYMENT,7255,JPY,3990.25,Health
2024-08-21,POS / SUBWAY,3483,INR,3483,Food
2025-10-20,RENT PAYMENT,9166,JPY,5041.3,Utilities
2025-05-06,UBER PAYMENT,5094,JPY,2801.7,Transport
2024-11-15,H&M PAYMENT,3228,INR,3228,Shopping
2025-06-28,COFFEE PAYMENT,4161,INR,4161,Food
2024-03-07,ATM WITHDRAWAL PAYMENT,19,EUR,1694.8,General
2025-07-07,APPLE MUSIC PAYMENT,143,GBP,15029.3,Entertainment
2024-07-03,IPL MATCH PAYMENT,8513,JPY,4682.15,Entertainment
2025-10-15,ONEPLUS PAYMENT,4711,INR,4711,Shopping
2024-10-28,RAPIDO PAYMENT,2242,INR,2242,Transport
2024-02-06,INTERNET PAYMENT,3818,INR,3818,Utilities
2024-08-12,POS / NETMEDS,3170,INR,3170,Health
2024-12-04,CAB PAYMENT,4883,INR,4883,Transport
2025-10-29,POS / BROADBAND,58,EUR,5173.6,Utilities
2025-11-16,TATA SKY PAYMENT,76,EUR,6779.2,Utilities
2025-06-29,WWW.PREPAID RECHARGE.COM,66,GBP,6936.6,Utilities
2024-09-12,SPA PAYMENT,131,GBP,13768.1,General
2024-02-08,MOBILE RECHARGE PAYMENT,34,GBP,3573.4,Utilities
2025-04-13,GYM PAYMENT,141,EUR,12577.2,Health
2024-11-02,EMIRATES PAYMENT,4413,JPY,2427.15,Transport
2025-07-06,CAB PAYMENT,129,GBP,13557.9,Transport
2024-09-16,APOLLO PHARMACY PAYMENT,61,USD,5093.5,Health
2024-10-31,BLOOD TEST PAYMENT,3307,INR,3307,Health
2025-09-21,MYNTRA PAYMENT,2737,INR,2737,Shopping
2025-04-16,BROADBAND PAYMENT,119,EUR,10614.8,Utilities
2024-07-13,UPI-TABLETS-4712,519,JPY,285.45,Health
2024-03-01,GAME PAYMENT,80,EUR,7136.0,Entertainment
2025-11-27,BLOOD TEST PAYMENT,117,GBP,12296.7,Health
2025-01-13,POS / CRICKET,52,GBP,5465.2,Entertainment
2024-06-23,ZOMATO PAYMENT,726,JPY,399.3,Food
2024-10-28,SWIGGY PAYMENT,13,USD,1085.5,Food
2024-11-01,SUBWAY PAYMENT,106,GBP,11140.6,Food
2024-07-18,SUPERMARKET PAYMENT,8245,JPY,4534.75,Food
2025-02-20,APPLE STORE PAYMENT,94,GBP,9879.4,Shopping
2024-12-30,DOCTOR PAYMENT,2636,INR,2636,Health
2024-06-30,WWW.BAKERY.COM,3074,INR,3074,Food
2025-09-30,WWW.TOLL.COM,4495,INR,4495,Transport
2024-05-26,STEAM PAYMENT,50,EUR,4460.0,Entertainment
2024-05-25,POS / CLINIC,110,EUR,9812.0,Health
2024-08-11,PREPAID RECHARGE PAYMENT,101,USD,8433.5,Utilities
2024-01-24,FASTAG PAYMENT,4574,INR,4574,Transport
2024-10-06,WWW.PLAYSTATION.COM,90,GBP,9459.0,Entertainment
2024-09-27,NETFLIX PAYMENT,14,USD,1169.0,Entertainment
2025-04-08,WIFI PAYMENT,6975,JPY,3836.25,Utilities
2025-09-18,TRANSFER PAYMENT,4450,INR,4450,General
2025-11-14,PREPAID RECHARGE PAYMENT,4721,JPY,2596.55,Utilities
2025-10-09,MALL PAYMENT,2958,JPY,1626.9,Shopping
2024-04-01,SUBWAY PAYMENT,30,GBP,3153.0,Food
2025-07-22,UPI-PREPAID RECHARGE-2251,35,EUR,3122.0,Utilities
2024-05-23,AMAZON PAYMENT,120,USD,10020.0,Shopping
2025-11-29,SNACKS PAYMENT,112,USD,9352.0,Food
2024-04-13,DUNKIN PAYMENT,8829,JPY,4855.95,Food
2024-01-31,WWW.UBER.COM,2036,JPY,1119.8,Transport
2024-12-30,GOLD'S GYM PAYMENT,139,GBP,14608.9,Health
2024-11-21,XBOX PAYMENT,3589,JPY,1973.95,Entertainment
2024-08-13,YOUTUBE PREMIUM PAYMENT,3454,JPY,1899.7,Entertainment
2025-10-12,GIFT PAYMENT,1741,INR,1741,General
2024-10-08,GAS CYLINDER PAYMENT,3727,JPY,2049.85,Utilities
2025-05-27,GROCERY PAYMENT,1975,INR,1975,Food
2025-10-31,CULT FIT PAYMENT,149,USD,12441.5,Health
2025-06-03,IPL MATCH PAYMENT,91,USD,7598.5,Entertainment
2025-09-21,MOBILE RECHARGE PAYMENT,46,USD,3841.0,Utilities
2024-07-17,AIR INDIA PAYMENT,52,GBP,5465.2,Transport
2024-11-06,WIFI PAYMENT,3773,INR,3773,Utilities
2024-01-15,MOBILE RECHARGE PAYMENT,95,EUR,8474.0,Utilities
2025-09-26,POS / LATTE,6421,JPY,3531.55,Food
2025-08-15,HOSPITAL PAYMENT,51,GBP,5360.1,Health
2024-06-23,APOLLO PHARMACY PAYMENT,126,EUR,11239.2,Health
2025-05-22,XEROX PAYMENT,32,EUR,2854.4,General
2024-01-29,LUNCH STORE,13,USD,1085.5,Food
2024-07-14,GAS CYLINDER PAYMENT,150,GBP,15765.0,Utilities
2024-07-21,DENTIST PAYMENT,93,EUR,8295.6,Health
2025-10-01,FASTAG STORE,134,EUR,11952.8,Transport
2024-10-18,ZARA PAYMENT,56,USD,4676.0,Shopping
2024-05-05,IPL MATCH STORE,2852,INR,2852,Entertainment
2025-07-02,AJIO PAYMENT,37,GBP,3888.7,Shopping
2024-10-15,NETMEDS PAYMENT,6061,JPY,3333.55,Health
2024-01-16,POS / GYM,8699,JPY,4784.45,Health
2025-02-07,MAINTENANCE PAYMENT,125,USD,10437.5,Utilities
2024-11-05,AMAZON PAYMENT,13,GBP,1366.3,Shopping
2025-07-22,APPLE STORE PAYMENT,111,EUR,9901.2,Shopping
2024-05-04,DENTIST PAYMENT,52,USD,4342.0,Health
2024-07-14,TOLL PAYMENT,103,GBP,10825.3,Transport
2025-06-07,DINER PAYMENT,74,EUR,6600.8,Food
2024-03-08,OLA PAYMENT,1245,INR,1245,Transport
2025-04-04,H&M PAYMENT,1477,JPY,812.35,Shopping
2025-11-05,WWW.IKEA.COM,49,GBP,5149.9,Shopping
2024-10-14,1MG PAYMENT,10,USD,835.0,Health
2025-07-27,POWER BILL PAYMENT,100,USD,8350.0,Utilities
2024-07-19,APPLE MUSIC PAYMENT,6927,JPY,3809.85,Entertainment
2024-05-26,MOVIE PAYMENT,899,JPY,494.45,Entertainment
2024-02-14,PETROL PAYMENT,633,INR,633,Transport
2025-08-20,APPLE STORE PAYMENT,1021,INR,1021,Shopping
2025-09-22,THEATRE PAYMENT,4645,INR,4645,Entertainment
2025-05-13,TOLL PAYMENT,68,GBP,7146.8,Transport
2025-06-05,MOVIE PAYMENT,2646,JPY,1455.3,Entertainment
2024-02-23,GYM PAYMENT,3896,INR,3896,Health
2024-08-13,PRINT PAYMENT,106,USD,8851.0,General
2024-03-06,1MG PAYMENT,4525,JPY,2488.75,Health
2024-07-14,UPI-XBOX-3899,7481,JPY,4114.55,Entertainment
2024-06-18,BUS TICKET PAYMENT,3429,INR,3429,Transport
2024-05-19,WWW.BP PUMP.COM,2979,INR,2979,Transport
2025-09-19,TABLETS PAYMENT,24,USD,2004.0,Health
2024-01-20,1MG STORE,39,USD,3256.5,Health
2025-08-15,GAS CYLINDER PAYMENT,7368,JPY,4052.4,Utilities
2024-07-30,TRAIN TICKET PAYMENT,6961,JPY,3828.55,Transport
2025-07-23,MOVIE PAYMENT,121,USD,10103.5,Entertainment
2024-07-13,DISNEY+ PAYMENT,117,USD,9769.5,Entertainment
2024-10-24,LPG PAYMENT,49,EUR,4370.8,Utilities
2025-09-08,UPI-CAB-8395,12,EUR,1070.4,Transport
2025-06-01,WWW.ZOMATO.COM,30,GBP,3153.0,Food
2024-01-08,SUPERMARKET PAYMENT,138,GBP,14503.8,Food
2024-06-17,AIR INDIA PAYMENT,145,EUR,12934.0,Transport
2024-07-18,SHOPPING PAYMENT,89,EUR,7938.8,Shopping
2025-06-10,APPLE STORE PAYMENT,110,USD,9185.0,Shopping
2025-06-18,COURIER PAYMENT,140,EUR,12488.0,General
2025-05-06,AIR INDIA PAYMENT,25,EUR,2230.0,Transport
2024-12-17,GAME PAYMENT,99,USD,8266.5,Entertainment
2025-07-31,TACO BELL PAYMENT,52,EUR,4638.4,Food
2024-07-24,SPA PAYMENT,8950,JPY,4922.5,General
2025-03-17,BP PUMP PAYMENT,24,USD,2004.0,Transport
2024-06-18,UPI-CULT FIT-9682,141,GBP,14819.1,Health
2025-03-18,CLINIC PAYMENT,134,EUR,11952.8,Health
2024-12-26,ZARA PAYMENT,9611,JPY,5286.05,Shopping
2024-10-07,UPI-GOLD'S GYM-9266,1809,INR,1809,Health
2025-11-23,ONEPLUS PAYMENT,104,GBP,10930.4,Shopping
2025-04-29,POSTPAID BILL PAYMENT,2481,JPY,1364.55,Utilities
2024-05-05,CRICKET PAYMENT,3189,INR,3189,Entertainment
2024-02-20,UPI-HOSPITAL-7031,4542,INR,4542,Health
2025-09-23,GIFT PAYMENT,2428,INR,2428,General
2025-11-11,SAMSUNG PAYMENT,88,EUR,7849.6,Shopping
2025-02-05,TOLL PAYMENT,137,USD,11439.5,Transport
2024-01-02,BROADBAND PAYMENT,71,EUR,6333.2,Utilities
2025-01-14,APPLE STORE PAYMENT,6580,JPY,3619.0,Shopping
2025-06-10,IKEA PAYMENT,55,GBP,5780.5,Shopping
2024-05-02,LPG PAYMENT,29,GBP,3047.9,Utilities
2025-05-07,LYFT PAYMENT,637,INR,637,Transport
2025-04-04,SUPERMARKET PAYMENT,5712,JPY,3141.6,Food
2024-12-21,SHOES PAYMENT,115,USD,9602.5,Shopping
2024-05-28,PARKING PAYMENT,3177,INR,3177,Transport
2025-10-14,WWW.INDIGO.COM,2561,JPY,1408.55,Transport
2024-11-21,GAME PAYMENT,103,EUR,9187.6,Entertainment
2024-09-19,WWW.GAME.COM,16,GBP,1681.6,Entertainment
2024-03-05,UPI-SAMSUNG-9363,744,INR,744,Shopping
2025-05-30,WWW.BAKERY.COM,9450,JPY,5197.5,Food
2025-08-31,HOTSTAR PAYMENT,1207,JPY,663.85,Entertainment
2025-12-16,SWIGGY PAYMENT,4244,INR,4244,Food
2024-05-02,MALL PAYMENT,3892,INR,3892,Shopping
2024-03-06,STEAM PAYMENT,102,EUR,9098.4,Entertainment
2025-01-19,WWW.HOUSE RENT.COM,7964,JPY,4380.2,Utilities
2024-11-18,YOUTUBE PREMIUM PAYMENT,1875,JPY,1031.25,Entertainment
2025-04-27,FLIGHT PAYMENT,1065,INR,1065,Transport
2024-09-29,FLIGHT PAYMENT,147,GBP,15449.7,Transport
2025-01-14,AMAZON PAYMENT,4055,INR,4055,Shopping
2024-02-02,BLOOD TEST STORE,84,GBP,8828.4,Health
2025-09-07,WWW.GROCERY.COM,39,USD,3256.5,Food
2024-02-27,APPLE MUSIC PAYMENT,33,GBP,3468.3,Entertainment
2025-07-17,AJIO PAYMENT,12,USD,1002.0,Shopping
2024-05-09,LAB TEST PAYMENT,1365,INR,1365,Health
2024-10-21,PUMA PAYMENT,42,GBP,4414.2,Shopping
2024-02-09,IKEA PAYMENT,49,USD,4091.5,Shopping
2024-02-20,WWW.SPA.COM,122,GBP,12822.2,General
2024-03-24,UPI-SNEAKERS-7401,139,USD,11606.5,Shopping
2024-06-14,FASTAG PAYMENT,95,GBP,9984.5,Transport
2025-11-03,SNEAKERS PAYMENT,32,GBP,3363.2,Shopping
2025-08-21,DINER PAYMENT,3695,JPY,2032.25,Food
2024-05-03,AIR INDIA PAYMENT,128,USD,10688.0,Transport
2024-12-25,NETMEDS PAYMENT,9230,JPY,5076.5,Health
2024-08-25,SWIGGY PAYMENT,92,GBP,9669.2,Food
2025-04-12,POS / GYM,674,JPY,370.7,Health
2025-09-12,STATIONERY PAYMENT,23,EUR,2051.6,General
2024-08-01,GOLD'S GYM PAYMENT,2505,JPY,1377.75,Health
2025-11-29,GIFT STORE,2153,INR,2153,General
2024-09-03,IKEA PAYMENT,65,USD,5427.5,Shopping
2025-03-10,REEBOK PAYMENT,140,USD,11690.0,Shopping
2024-08-30,CONCERT PAYMENT,101,EUR,9009.2,Entertainment
2025-11-07,AJIO PAYMENT,116,GBP,12191.6,Shopping
2025-03-30,POS / CONCERT,97,USD,8099.5,Entertainment
2025-02-06,DENTIST PAYMENT,144,USD,12024.0,Health
2025-07-20,FLIPKART PAYMENT,271,INR,271,Shopping
2024-12-29,NIKE PAYMENT,58,USD,4843.0,Shopping
2024-04-12,STATIONERY PAYMENT,3197,JPY,1758.35,General
2025-09-27,INSURANCE PREMIUM PAYMENT,75,EUR,6690.0,Health
2024-10-15,NETFLIX PAYMENT,464,INR,464,Entertainment
2024-04-12,XEROX PAYMENT,103,GBP,10825.3,General
2024-03-06,GAS CYLINDER PAYMENT,16,GBP,1681.6,Utilities
2025-11-05,DECATHLON PAYMENT,139,GBP,14608.9,Shopping
2024-09-28,GYM PAYMENT,5,USD,417.5,Health
2025-08-26,REEBOK PAYMENT,34,USD,2839.0,Shopping
2025-06-10,CASH PAYMENT,24,USD,2004.0,General
2024-03-09,ACT FIBERNET PAYMENT,1514,JPY,832.7,Utilities
2025-04-20,EVENT PAYMENT,111,GBP,11666.1,Entertainment
2024-01-14,XEROX PAYMENT,88,EUR,7849.6,General
2024-09-06,DOCTOR PAYMENT,137,GBP,14398.7,Health
2025-01-31,WWW.BREAKFAST.COM,21,USD,1753.5,Food
2025-01-08,GAME STORE,713,INR,713,Entertainment
2025-11-08,BURGER KING PAYMENT,140,USD,11690.0,Food
2025-11-14,NIKE PAYMENT,106,USD,8851.0,Shopping
2025-10-06,CONSULTATION PAYMENT,1461,INR,1461,Health
2025-02-23,FLIGHT PAYMENT,306,INR,306,Transport
2025-08-31,FUEL PAYMENT,116,GBP,12191.6,Transport
2025-06-20,SNEAKERS PAYMENT,33,USD,2755.5,Shopping
2024-12-19,IKEA STORE,99,GBP,10404.9,Shopping
2024-06-28,DINER PAYMENT,62,USD,5177.0,Food
2024-05-07,APOLLO PHARMACY PAYMENT,52,GBP,5465.2,Health
2025-08-21,RAILWAY PAYMENT,2872,JPY,1579.6,Transport
2025-06-01,CHAI PAYMENT,64,GBP,6726.4,Food
2024-09-14,TATA SKY PAYMENT,79,USD,6596.5,Utilities
2025-08-12,APOLLO PHARMACY PAYMENT,56,USD,4676.0,Health
2025-07-25,XBOX PAYMENT,89,EUR,7938.8,Entertainment
2024-03-08,KFC PAYMENT,75,GBP,7882.5,Food
2024-02-05,NETMEDS PAYMENT,748,INR,748,Health
2024-06-30,PREPAID RECHARGE PAYMENT,78,GBP,8197.8,Utilities
2024-08-08,SHOPPING PAYMENT,42,GBP,4414.2,Shopping
2025-07-25,UPI-SALON-8994,1311,INR,1311,General
2024-04-14,LATTE PAYMENT,4460,INR,4460,Food
2025-09-10,FUEL PAYMENT,93,GBP,9774.3,Transport
2024-07-26,METRO CARD PAYMENT,110,GBP,11561.0,Transport
2025-02-08,CULT FIT PAYMENT,67,EUR,5976.4,Health
2024-06-02,LUNCH PAYMENT,135,USD,11272.5,Food
2025-07-20,CONSULTATION STORE,90,USD,7515.0,Health
2024-05-14,UPI-CULT FIT-2360,54,EUR,4816.8,Health
2024-01-26,TABLETS PAYMENT,4674,JPY,2570.7,Health
2025-10-22,POS / INDIGO,59,USD,4926.5,Transport
2024-10-25,DOMINOS PAYMENT,129,USD,10771.5,Food
2024-07-10,STEAM PAYMENT,4530,INR,4530,Entertainment
2024-08-23,DINER PAYMENT,7,GBP,735.7,Food
2024-12-02,UPI-ZARA-5528,2668,INR,2668,Shopping
2024-01-21,BROADBAND STORE,28,USD,2338.0,Utilities
2024-09-06,RAILWAY PAYMENT,1394,INR,1394,Transport
2024-09-28,IPL MATCH PAYMENT,42,USD,3507.0,Entertainment
2025-02-04,TACO BELL PAYMENT,135,EUR,12042.0,Food
2024-09-25,UPI-DINNER-8242,3610,JPY,1985.5,Food
2025-10-06,STEAM PAYMENT,52,EUR,4638.4,Entertainment
2024-03-20,MEDICINE STORE,73,USD,6095.5,Health
2024-05-26,INSURANCE PREMIUM STORE,41,USD,3423.5,Health
2025-11-04,VEGETABLES PAYMENT,4778,INR,4778,Food
2024-05-21,POS / DONATION,4224,INR,4224,General
2024-03-30,PETROL PAYMENT,89,GBP,9353.9,Transport
2025-02-25,REEBOK PAYMENT,97,USD,8099.5,Shopping
2025-10-27,NETMEDS PAYMENT,124,GBP,13032.4,Health
2024-10-17,CULT FIT PAYMENT,2177,JPY,1197.35,Health
2025-06-03,ONEPLUS PAYMENT,56,USD,4676.0,Shopping
2025-08-02,MEDICINE PAYMENT,4390,INR,4390,Health
2025-09-24,PIZZA PAYMENT,98,USD,8183.0,Food
2025-01-16,UPI-POST OFFICE-8508,128,GBP,13452.8,General
2025-02-27,H&M PAYMENT,112,GBP,11771.2,Shopping
2025-07-09,PRINT PAYMENT,108,EUR,9633.6,General
2025-03-08,CAB PAYMENT,130,EUR,11596.0,Transport
2024-07-03,UPI-INTERNET-8213,2857,INR,2857,Utilities
2024-02-02,HOTSTAR PAYMENT,133,GBP,13978.3,Entertainment
2024-01-15,TRAIN TICKET PAYMENT,47,USD,3924.5,Transport
2024-01-02,FUEL PAYMENT,102,EUR,9098.4,Transport
2024-01-31,SUBWAY PAYMENT,85,USD,7097.5,Food
2024-11-22,NETMEDS PAYMENT,115,GBP,12086.5,Health
2025-04-24,AIR INDIA PAYMENT,7326,JPY,4029.3,Transport
2024-11-22,POS / PETROL,113,EUR,10079.6,Transport
2024-10-07,CASH PAYMENT,120,GBP,12612.0,General
2025-10-20,BURGER KING PAYMENT,50,EUR,4460.0,Food
2024-11-20,H&M PAYMENT,58,EUR,5173.6,Shopping
2024-09-11,HOTSTAR STORE,5935,JPY,3264.25,Entertainment
2024-09-25,INTERNET PAYMENT,2150,JPY,1182.5,Utilities
2024-06-08,SUPERMARKET PAYMENT,4950,INR,4950,Food
2024-10-04,H&M PAYMENT,27,USD,2254.5,Shopping
2024-10-19,POS / BROADBAND,2642,JPY,1453.1,Utilities
2024-02-15,DONATION PAYMENT,5245,JPY,2884.75,General
2024-02-14,INTERNET PAYMENT,72,GBP,7567.2,Utilities
2025-09-21,HOUSE RENT PAYMENT,97,GBP,10194.7,Utilities
2024-02-05,CAFE PAYMENT,128,USD,10688.0,Food
2025-06-29,BROADBAND PAYMENT,114,USD,9519.0,Utilities
2024-03-09,POS / CAB,2504,INR,2504,Transport
2025-01-16,JIO FIBER STORE,86,USD,7181.0,Utilities
2024-02-04,SHOPPING STORE,28,EUR,2497.6,Shopping
2024-08-15,PUMA PAYMENT,31,GBP,3258.1,Shopping
2025-06-03,CHAI PAYMENT,5089,JPY,2798.95,Food
2025-04-15,SPOTIFY PAYMENT,2320,INR,2320,Entertainment
2024-09-26,STATIONERY PAYMENT,3430,INR,3430,General
2025-06-02,UPI-GAME-7458,83,USD,6930.5,Entertainment
2025-01-31,UPI-NETFLIX-1733,123,GBP,12927.3,Entertainment
2024-07-27,VEGETABLES PAYMENT,2921,INR,2921,Food
2024-03-19,RESTAURANT PAYMENT,51,EUR,4549.2,Food
2025-01-14,SPA PAYMENT,1496,INR,1496,General
2024-08-28,INOX PAYMENT,70,USD,5845.0,Entertainment
2024-09-20,CINEMA PAYMENT,132,USD,11022.0,Entertainment
2025-01-07,CRICKET PAYMENT,20,GBP,2102.0,Entertainment
2024-12-13,XBOX PAYMENT,143,GBP,15029.3,Entertainment
2024-04-13,AIR INDIA PAYMENT,9815,JPY,5398.25,Transport
2024-06-11,HOUSE RENT PAYMENT,16,GBP,1681.6,Utilities
2024-07-09,NETFLIX PAYMENT,2364,JPY,1300.2,Entertainment
2025-11-19,SHOPPING PAYMENT,83,EUR,7403.6,Shopping
2025-01-26,AMAZON PAYMENT,441,INR,441,Shopping
2024-05-06,CONSULTATION PAYMENT,121,GBP,12717.1,Health
2024-03-26,DENTIST PAYMENT,9373,JPY,5155.15,Health
2025-03-27,CHARITY PAYMENT,87,GBP,9143.7,General
2025-01-01,ACT FIBERNET PAYMENT,143,USD,11940.5,Utilities
2024-11-02,APPLE STORE PAYMENT,8672,JPY,4769.6,Shopping
2024-11-22,STATIONERY PAYMENT,9821,JPY,5401.55,General
2025-06-15,SNACKS PAYMENT,4744,INR,4744,Food
2025-09-28,CINEMA PAYMENT,9963,JPY,5479.65,Entertainment
2024-03-04,MOBILE RECHARGE PAYMENT,80,EUR,7136.0,Utilities
2025-07-15,POS / CLOTHES,2273,INR,2273,Shopping
2025-11-03,WWW.CAPPUCCINO.COM,3144,INR,3144,Food
2025-02-11,MYNTRA PAYMENT,62,GBP,6516.2,Shopping
2024-01-04,PIZZA PAYMENT,8341,JPY,4587.55,Food
2025-10-23,INSURANCE PREMIUM PAYMENT,28,USD,2338.0,Health
2025-03-30,CONSULTATION PAYMENT,4382,JPY,2410.1,Health
2024-10-14,UPI-CASH-6168,733,JPY,403.15,General
2024-01-24,WWW.BROADBAND.COM,129,EUR,11506.8,Utilities
2024-02-23,THEATRE PAYMENT,1772,INR,1772,Entertainment
2025-09-05,PARKING PAYMENT,81,USD,6763.5,Transport
2025-09-16,MEDICINE PAYMENT,145,USD,12107.5,Health
2025-11-04,GIFT PAYMENT,107,EUR,9544.4,General
2024-04-04,MOBILE RECHARGE PAYMENT,124,USD,10354.0,Utilities
2024-02-06,GIFT PAYMENT,34,EUR,3032.8,General
2025-08-04,XEROX PAYMENT,2674,JPY,1470.7,General
2024-11-17,UPI-FASTAG-3774,125,USD,10437.5,Transport
2025-07-30,HAIRCUT PAYMENT,52,USD,4342.0,General
2024-04-22,JEANS PAYMENT,147,USD,12274.5,Shopping
2024-11-02,POS / TOLL,55,GBP,5780.5,Transport
2025-02-24,BUS TICKET PAYMENT,1785,INR,1785,Transport
2024-06-04,WWW.VEGETABLES.COM,673,JPY,370.15,Food
2024-05-11,AIR INDIA PAYMENT,91,GBP,9564.1,Transport
2025-11-25,ACT FIBERNET PAYMENT,2089,INR,2089,Utilities
2024-03-21,APOLLO PHARMACY PAYMENT,106,EUR,9455.2,Health
2025-08-06,INOX PAYMENT,14,GBP,1471.4,Entertainment
2024-01-02,PRINT PAYMENT,60,EUR,5352.0,General
2024-07-19,PETROL PAYMENT,54,GBP,5675.4,Transport
2025-04-01,WWW.HOTSTAR.COM,40,USD,3340.0,Entertainment
2025-07-03,SUBWAY PAYMENT,4019,INR,4019,Food
2024-10-03,MYNTRA PAYMENT,4014,INR,4014,Shopping
2025-11-14,OLA PAYMENT,106,USD,8851.0,Transport
2025-05-16,GAME PAYMENT,148,USD,12358.0,Entertainment
2024-01-17,MEDICINE PAYMENT,2669,JPY,1467.95,Health
2024-03-07,POS / CONCERT,12,USD,1002.0,Entertainment
2024-05-27,TEA PAYMENT,101,USD,8433.5,Food
2024-07-01,CHARITY PAYMENT,446,INR,446,General
2024-12-07,PREPAID RECHARGE PAYMENT,675,INR,675,Utilities
2025-09-28,BUS TICKET PAYMENT,149,EUR,13290.8,Transport
2025-11-03,SNACKS PAYMENT,148,USD,12358.0,Food
2024-03-04,PVR PAYMENT,140,GBP,14714.0,Entertainment
2024-03-12,COURIER PAYMENT,102,USD,8517.0,General
2024-08-27,LATTE PAYMENT,60,EUR,5352.0,Food
2025-02-06,GAME PAYMENT,1948,JPY,1071.4,Entertainment
2024-02-10,SAMSUNG PAYMENT,3082,INR,3082,Shopping
2024-09-20,CRICKET PAYMENT,143,EUR,12755.6,Entertainment
2025-12-16,INTERNET PAYMENT,976,INR,976,Utilities
2024-04-26,POS / UPI,25,EUR,2230.0,General
2024-09-10,METRO CARD STORE,7797,JPY,4288.35,Transport
2024-01-11,DOMINOS PAYMENT,108,USD,9018.0,Food
2024-10-16,FASTAG PAYMENT,39,EUR,3478.8,Transport
2024-06-18,TAXI PAYMENT,41,USD,3423.5,Transport
2024-09-23,AMAZON PAYMENT,133,USD,11105.5,Shopping
